DATASET,Index,WellID,Well Name,Loop,Channel,fps,version,HROI Change Intensity,Harmonic Intensity,Heart size,Intensity/Harmonic Intensity (top 5 %),Movement detection max,SNR,SNR Top 5%,Signal Intensity Top 5%,Signal intensity,Signal regional prominence,Stop frame,empty frames,Heartrate (BPM),ground truth,error
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,22,WE00022,B003,LO001,CO6,24,v1.3.1(feb22-region),567.4233075,2018.203079,10177,307.1388799,8059,0.511528742,0.69707913,619869,109958,0.979168714,240,0,216,217.2,1.2
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,34,WE00046,D003,LO001,CO6,13,v1.3.1(feb22-region),567.8252226,450522.8357,8199,1.771132997,7073,0.470275404,0.832363452,797936,108226,0.700451275,130,0,162,81,81
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,88,WE00017,B008,LO002,CO6,13,v1.3.1(feb22-region),568.4299102,5175.520997,5122,131.4531779,7506,0.361819199,0.573119447,680339,90251,0.804178055,130,0,150,147,3
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,114,WE00044,D005,LO002,CO6,13,v1.3.1(feb22-region),569.1264591,4257.088679,3598,117.8267238,4922,0.342855411,0.491346063,501599,68197,0.841578655,130,0,168,166,2
F2_24FPS_210719181906_OlE_HR_IPF2_2x_BQ_35C,39,WE00039,D010,LO001,CO6,24,v1.3.1(feb22-region),569.6933716,6981.081038,5929,117.9526731,9171,0.663695676,0.867806942,823437,157137,0.993759487,240,0,234,232.8,1.2
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,70,WE00070,F003,LO001,CO6,24,v1.3.1(feb22-region),569.8651736,4451.582884,6653,1024.563282,5726,0.751421391,0.9752026,4560928,520720,0.989328123,240,0,156,155.8,0.2
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,47,WE00059,E011,LO001,CO6,13,v1.3.1(feb22-region),570.0122555,321829.0421,8078,8.668932449,8186,0.53272406,0.890328566,2789914,321818,0.850829413,130,0,90,91,1
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,23,WE00023,B002,LO001,CO6,24,v1.3.1(feb22-region),570.8854925,9312.118125,4122,87.5460152,3569,0.538540502,0.777618161,815239,120869,0.950994663,240,0,264,263,1
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,91,WE00093,H004,LO001,CO6,13,v1.3.1(feb22-region),571.5922174,6681.535247,8095,60.88527029,6842,0.276034087,0.427574914,406807,65563,0.578381717,130,0,162,164.9,2.9
F2_24FPS_210719181906_OlE_HR_IPF2_2x_BQ_35C,3,WE00003,A003,LO001,CO6,24,v1.3.1(feb22-region),571.7325784,1773.019771,1148,804.1042579,4545,0.787405788,0.95569343,1425693,286575,0.99912892,240,0,210,209.2,0.8
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,90,WE00090,H007,LO001,CO6,24,v1.3.1(feb22-region),572.0519857,6442.236428,10349,286.1548237,9119,0.673617934,0.942965914,1843477,247957,0.973910523,240,0,156,155.7,0.3
F2_24FPS_210719181906_OlE_HR_IPF2_2x_BQ_35C,20,WE00020,B005,LO001,CO6,24,v1.3.1(feb22-region),575.7962137,8141.131429,10987,378.5290478,25670,0.607823356,0.887999778,3081655,343768,0.969145354,240,0,204,202.1,1.9
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,102,WE00034,C010,LO002,CO6,13,v1.3.1(feb22-region),576.0752158,124648.0847,5677,8.21647131,5600,0.520636224,0.813097405,1024167,215092,0.92672186,130,0,90,91.8,1.8
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,26,WE00026,C002,LO001,CO6,24,v1.3.1(feb22-region),577.8291053,10965.87556,6583,195.2948486,7030,0.358193968,0.464464571,2141579,306805,0.819990886,240,0,150,152.5,2.5
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,91,WE00021,B004,LO002,CO6,13,v1.3.1(feb22-region),578.382957,4397.475325,7839,73.89450073,12005,0.423703058,0.631618066,324949,56958,0.918867202,130,0,168,171.9,3.9
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,27,WE00039,D010,LO001,CO6,13,v1.3.1(feb22-region),578.9476418,6212.101064,7124,90.90942314,8287,0.383507428,0.602955601,564739,93410,0.830291971,130,0,156,153.5,2.5
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,17,WE00017,B008,LO001,CO6,24,v1.3.1(feb22-region),579.4942225,2959.150772,3029,198.1843803,4803,0.4443166,0.574218935,586457,119345,0.966655662,240,0,216,219.1,3.1
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,2,WE00002,A002,LO001,CO6,24,v1.3.1(feb22-region),580.0319654,3480.493381,4849,155.8033115,3702,0.429238317,0.571205897,542272,103900,0.970509383,240,0,234,236.9,2.9
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,28,WE00028,C004,LO001,CO6,24,v1.3.1(feb22-region),580.8299065,28690.24605,1070,31.06906624,6250,0.266376984,0.398535871,891379,204640,0.514018692,240,0,90,92.9,2.9
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,141,WE00069,F004,LO002,CO6,13,v1.3.1(feb22-region),582.3712242,144448.009,5032,8.838642025,6902,0.634225395,0.929013074,1276724,291692,0.94336248,130,0,90,90,0
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,22,WE00034,C010,LO001,CO6,13,v1.3.1(feb22-region),582.780083,150328.3374,5543,9.417319267,6208,0.55844724,0.820254323,1415690,265090,0.950207469,130,0,90,91,1
F2_24FPS_210719181906_OlE_HR_IPF2_2x_BQ_35C,80,WE00080,G008,LO001,CO6,24,v1.3.1(feb22-region),582.7868154,4910.233315,6811,127.6264077,5815,0.417680429,0.609003798,626675,85534,0.955366319,240,0,246,248.3,2.3
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,101,WE00031,C007,LO002,CO6,13,v1.3.1(feb22-region),582.8582121,5570.987723,7081,203.0671009,6568,0.445916943,0.781938122,1131284,130465,0.84606694,130,0,168,166.2,1.8
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,44,WE00056,E008,LO001,CO6,13,v1.3.1(feb22-region),582.9493624,4157.699143,8077,154.1783732,8106,0.548453703,0.899192269,641027,92037,0.935372044,130,0,144,152,8
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,89,WE00089,H008,LO001,CO6,24,v1.3.1(feb22-region),584.266745,11420.2605,2553,36.52278294,6438,0.342253864,0.538146239,417100,99795,0.651782217,240,0,246,243.1,2.9
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,56,WE00068,F005,LO001,CO6,13,v1.3.1(feb22-region),584.7229399,43145.53945,5728,16.57793776,6834,0.43918812,0.72706217,715264,137020,0.916550279,130,0,102,100,2
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,84,WE00084,G012,LO001,CO6,24,v1.3.1(feb22-region),586.4638679,14408.40087,9147,155.4839192,5806,0.597033006,0.95588913,2240275,223979,0.941838854,240,0,240,238.9,1.1
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,29,WE00041,D008,LO001,CO6,13,v1.3.1(feb22-region),586.7092199,4505.552247,4935,80.64588004,6349,0.457109949,0.726596602,363354,71368,0.950962513,130,0,150,152,2
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,68,WE00068,F005,LO001,CO6,24,v1.3.1(feb22-region),587.6758883,1304417.467,3940,3.983909954,21914,0.713358157,0.950867826,5196682,974887,0.92284264,240,0,102,101.9,0.1
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,76,WE00076,G004,LO001,CO6,24,v1.3.1(feb22-region),589.5152216,4564.540352,7785,506.0619597,6071,0.539886727,0.728928117,2309940,189825,0.978805395,240,0,264,265.3,1.3
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,51,WE00051,E003,LO001,CO6,24,v1.3.1(feb22-region),589.8213007,150218.086,5305,20.7945523,7145,0.470227799,0.612274274,3123718,681329,0.929877474,240,0,96,93.5,2.5
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,12,WE00012,A012,LO001,CO6,24,v1.3.1(feb22-region),590.6695242,6110.714006,2333,286.2811743,6318,0.848748267,0.987425165,1749382,290858,0.992713245,240,0,234,235.7,1.7
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,70,WE00070,F003,LO001,CO6,13,v1.3.1(feb22-region),590.9822897,17819.28758,4743,16.33043865,4511,0.388228553,0.608516454,290997,52309,0.951507485,130,0,180,176.1,3.9
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,69,WE00069,F004,LO001,CO6,24,v1.3.1(feb22-region),591.7710392,3515.473351,2935,599.0136694,4021,0.466244235,0.614778694,2105817,263708,0.978875639,240,0,162,164.1,2.1
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,59,WE00071,F002,LO001,CO6,13,v1.3.1(feb22-region),593.1904879,23876.69808,4058,15.59666427,5570,0.313941101,0.502070009,372397,62552,0.764662395,130,0,174,178,4
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,73,WE00073,G001,LO001,CO6,24,v1.3.1(feb22-region),593.2234871,9257.999727,1669,467.3054093,5862,0.813457375,0.944662399,4326313,542724,0.997004194,240,0,162,161.4,0.6
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,71,WE00084,G012,LO001,CO6,13,v1.3.1(feb22-region),593.6256643,5603.142061,6398,137.2873877,9671,0.4393542,0.762607003,769241,95834,0.816661457,130,0,168,167,1
F2_24FPS_210719181906_OlE_HR_IPF2_2x_BQ_35C,91,WE00091,H006,LO001,CO6,24,v1.3.1(feb22-region),593.6645451,13301.02551,6913,50.59353413,7142,0.337943559,0.446635758,672946,103876,0.562273977,240,0,216,212.9,3.1
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,44,WE00044,D005,LO001,CO6,13,v1.3.1(feb22-region),593.9714761,6555.261801,4207,184.1795145,4650,0.524542534,0.819738265,1207345,162744,0.940812931,130,0,162,169,7
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,67,WE00080,G008,LO001,CO6,13,v1.3.1(feb22-region),595.480067,4157.970617,5970,107.6881349,9523,0.33875516,0.521628659,447764,78329,0.807035176,130,0,150,161,11
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,13,WE00025,C001,LO001,CO6,13,v1.3.1(feb22-region),596.1230802,14124.60517,4753,32.24786461,10012,0.580077688,0.881086271,455488,78256,0.964653903,130,0,174,174.7,0.7
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,22,WE00034,C010,LO001,CO6,13,v1.3.1(feb22-region),596.1654888,110863.1325,5094,3.105344362,6345,0.375240302,0.628359618,344268,72661,0.762073027,130,0,162,164,2
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,118,WE00048,D001,LO002,CO6,13,v1.3.1(feb22-region),596.6916151,3201.518968,5331,309.7622291,8337,0.561481815,0.899996053,991710,131807,0.883136372,130,0,162,162.5,0.5
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,95,WE00095,H002,LO001,CO6,24,v1.3.1(feb22-region),597.2483952,4313.661728,3583,215.4287755,4142,0.561905834,0.770660103,929287,144978,0.984370639,240,0,162,163.6,1.6
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,58,WE00072,F001,LO001,CO6,13,v1.3.1(feb22-region),598.3442136,3686.405429,6066,184.6828759,10529,0.390460892,0.631243045,680816,96319,0.875206067,130,0,162,159.8,2.2
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,58,WE00058,E010,LO001,CO6,24,v1.3.1(feb22-region),599.3858099,4399.589877,3735,132.5441107,3854,0.399255147,0.576376215,583140,102229,0.951271754,240,0,258,259.6,1.6
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,30,WE00030,C006,LO001,CO6,24,v1.3.1(feb22-region),599.8770002,377767.5842,4187,6.888322746,5568,0.532566701,0.751163498,2602185,588752,0.971578696,240,0,102,100.6,1.4
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,51,WE00051,E003,LO001,CO6,13,v1.3.1(feb22-region),601.0941213,4282.429798,6396,136.1213262,6354,0.502316035,0.753179161,582930,102303,0.947310819,130,0,156,157.3,1.3
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,66,WE00079,G007,LO001,CO6,13,v1.3.1(feb22-region),601.1527833,8372.096473,4994,101.1750625,2840088,0.464891193,0.83103921,847047,111703,0.865839007,110,0,163,170,7
F2_24FPS_210719181906_OlE_HR_IPF2_2x_BQ_35C,19,WE00019,B006,LO001,CO6,24,v1.3.1(feb22-region),601.997938,4692.274549,11154,193.1391209,8783,0.563837348,0.768370565,906262,189746,0.948717949,240,0,222,223.4,1.4
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,17,WE00017,B008,LO001,CO6,24,v1.3.1(feb22-region),603.8893366,63603.01054,6949,91.21238133,7714,0.335839315,0.435736065,5801382,830310,0.558929342,240,0,78,81.1,3.1
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,134,WE00064,F009,LO002,CO6,13,v1.3.1(feb22-region),604.4907352,3916.717032,6692,295.9695211,9631,0.439673574,0.646430788,1159229,132876,0.895845786,130,0,156,154.7,1.3
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,9,WE00021,B004,LO001,CO6,13,v1.3.1(feb22-region),605.2205083,5092.681916,11410,166.774551,8507,0.312885499,0.460613614,849330,99835,0.650832603,130,0,168,171,3
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,54,WE00054,E006,LO001,CO6,24,v1.3.1(feb22-region),605.521914,257846.1525,4974,6.298925967,4484,0.780454854,0.965604344,1624154,400785,0.931443506,240,0,150,149.9,0.1
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,98,WE00028,C004,LO002,CO6,13,v1.3.1(feb22-region),606.7146024,4256.708496,3609,209.5165453,8826,0.463888958,0.715209323,891851,106555,0.963424771,130,0,150,152.2,2.2
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,86,WE00088,H009,LO001,CO6,13,v1.3.1(feb22-region),607.0612808,90949.56166,5434,7.180424407,5995,0.27506904,0.450817985,653056,72480,0.776591829,130,0,180,177.6,2.4
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,30,WE00042,D007,LO001,CO6,13,v1.3.1(feb22-region),607.1736406,4175.975707,4947,222.7864571,3619466,0.693580902,0.939984822,930351,158218,0.918940772,117,0,153,153.5,0.5
F2_24FPS_210719181906_OlE_HR_IPF2_2x_BQ_35C,70,WE00070,F003,LO001,CO6,24,v1.3.1(feb22-region),607.5027885,4360.668393,10579,605.992041,12622,0.393039248,0.570310265,2642530,246720,0.906134795,240,0,234,231.6,2.4
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,4,WE00004,A004,LO001,CO6,24,v1.3.1(feb22-region),608.6011601,231539.053,7241,10.89245086,7596,0.677390907,0.882634237,2522028,458843,0.955531004,240,0,138,138.4,0.4
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,12,WE00024,B001,LO001,CO6,13,v1.3.1(feb22-region),608.8501712,5237.310456,2336,158.5136214,8556,0.41246732,0.588519254,830185,102945,0.926369863,130,0,162,162.2,0.2
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,54,WE00067,F006,LO001,CO6,13,v1.3.1(feb22-region),609.1921317,6287.46983,6558,65.91134652,10410,0.523173707,0.814880149,414416,78683,0.925434584,130,0,174,174,0
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,152,WE00082,G010,LO002,CO6,13,v1.3.1(feb22-region),609.9436776,4965.248747,6303,313.4076687,4705,0.517497047,0.941176094,1556147,161703,0.888783119,130,0,168,167.1,0.9
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,109,WE00039,D010,LO002,CO6,13,v1.3.1(feb22-region),609.9891819,5981.777384,4437,134.4721335,9008,0.549421802,0.865629322,804382,116244,0.940049583,130,0,150,149,1
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,55,WE00068,F005,LO001,CO6,13,v1.3.1(feb22-region),611.0573175,4806.78139,5234,111.2224775,8744,0.456799391,0.728806743,534622,85644,0.919946504,130,0,162,164,2
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,27,WE00027,C003,LO001,CO6,24,v1.3.1(feb22-region),612.5020509,59982.09546,1219,38.88390977,5645,0.768873365,0.902322716,2332338,541520,0.999179655,240,0,150,149.6,0.4
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,49,WE00049,E001,LO001,CO6,24,v1.3.1(feb22-region),613.7388303,843715.7341,7677,19.22304444,5844,0.498305642,0.763397338,16218785,1276945,0.914159177,240,0,96,94.6,1.4
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,77,WE00079,G007,LO001,CO6,13,v1.3.1(feb22-region),614.6336895,28449.98587,8329,35.94259992,8144,0.418861602,0.578782384,1022566,218165,0.915956297,130,0,90,92.5,2.5
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,58,WE00058,E010,LO001,CO6,24,v1.3.1(feb22-region),614.6938624,1333098.159,6729,4.346018455,7916,0.576511888,0.93264557,5793669,970940,0.911576757,240,0,96,95.5,0.5
F2_24FPS_210719181906_OlE_HR_IPF2_2x_BQ_35C,79,WE00079,G007,LO001,CO6,24,v1.3.1(feb22-region),614.9672897,3765.870959,8346,274.7862468,6797,0.640222702,0.911836894,1034810,159720,0.984423676,240,0,228,227.7,0.3
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,74,WE00074,G002,LO001,CO6,24,v1.3.1(feb22-region),616.6879944,13829.99031,15801,92.2028242,8909,0.281891048,0.523161856,1275164,166358,0.338776027,240,0,216,219.1,3.1
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,48,WE00048,D001,LO001,CO6,13,v1.3.1(feb22-region),617.1385702,3878.995774,5665,303.5781253,5564,0.555680464,0.895452405,1177578,164224,0.918976169,130,0,156,156,0
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,107,WE00037,D012,LO002,CO6,13,v1.3.1(feb22-region),617.4733569,2833.448261,5949,156.8384169,7266,0.31905309,0.517107304,444394,49381,0.889897462,130,0,180,182.4,2.4
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,79,WE00093,H004,LO001,CO6,13,v1.3.1(feb22-region),618.5170604,4715.09905,2286,259.6391106,4282,0.561653418,0.851873213,1224224,153552,0.936132983,130,0,162,162.5,0.5
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,68,WE00081,G009,LO001,CO6,13,v1.3.1(feb22-region),619.8535598,6483.050813,7655,382.8972493,4589,0.578584508,0.923828939,2482342,205729,0.901110385,130,0,156,152,4
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,21,WE00033,C009,LO001,CO6,13,v1.3.1(feb22-region),620.6117103,6118.537453,6490,126.1008572,6275,0.464961789,0.803117058,771553,112135,0.856702619,130,0,156,154.7,1.3
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,78,WE00078,G006,LO001,CO6,24,v1.3.1(feb22-region),620.6595772,256940.5509,7711,23.05287107,7279,0.474412224,0.635643788,5923217,770732,0.932693555,240,0,102,104.2,2.2
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,31,WE00031,C007,LO001,CO6,24,v1.3.1(feb22-region),621.8667455,4191.277341,10146,237.4200607,8463,0.418627139,0.583563043,995093,146406,0.929627439,240,0,240,243.1,3.1
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,72,WE00072,F001,LO001,CO6,24,v1.3.1(feb22-region),622.8154686,7806.591293,7874,255.0629213,8193,0.545335483,0.705144388,1991172,281075,0.986664973,240,0,162,160,2
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,61,WE00073,G001,LO001,CO6,13,v1.3.1(feb22-region),624.0796228,27893.5534,7636,33.33911574,7100,0.464703143,0.702420506,929946,185996,0.930591933,130,0,102,104,2
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,13,WE00013,B012,LO001,CO6,24,v1.3.1(feb22-region),624.6540179,17400.83507,5824,247.7698273,6267,0.34427781,0.463612568,4311402,405568,0.714629121,240,0,162,158.6,3.4
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,2,WE00014,B011,LO001,CO6,13,v1.3.1(feb22-region),625.7223319,4238.464218,6587,67.4497906,11624,0.382971927,0.579966485,285884,73047,0.820252012,130,0,150,154,4
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,89,WE00089,H008,LO001,CO6,24,v1.3.1(feb22-region),625.972551,1002064.989,7942,5.41058229,8481,0.696008101,0.940201524,5421755,908206,0.943842861,240,0,102,101.9,0.1
F2_24FPS_210719181906_OlE_HR_IPF2_2x_BQ_35C,95,WE00095,H002,LO001,CO6,24,v1.3.1(feb22-region),626.8911626,6393.288825,13341,279.5808853,8521,0.447643585,0.676188958,1787441,208695,0.903755341,240,0,240,243.1,3.1
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,115,WE00043,D006,LO002,CO6,13,v1.3.1(feb22-region),627.5667556,45799.67881,5625,31.40992622,5880,0.490512043,0.761969534,1438565,245662,0.940088889,130,0,102,105,3
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,59,WE00059,E011,LO001,CO6,24,v1.3.1(feb22-region),629.6266051,121423.0859,8878,45.49117207,7211,0.366526527,0.508766757,5523678,823541,0.832845235,240,0,72,74.7,2.7
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,34,WE00034,C010,LO001,CO6,24,v1.3.1(feb22-region),630.2018206,5025.850382,4504,609.530311,3502,0.53074787,0.75879308,3063408,267179,0.969138544,240,0,246,247.4,1.4
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,98,WE00026,C002,LO002,CO6,13,v1.3.1(feb22-region),630.2443874,96185.8083,4677,14.21714779,6127,0.715288643,0.945086865,1367488,306739,0.975197776,130,0,102,102,0
F2_24FPS_210719181906_OlE_HR_IPF2_2x_BQ_35C,40,WE00040,D009,LO001,CO6,24,v1.3.1(feb22-region),631.3222305,7850.6801,13360,382.2910962,6495,0.478887083,0.770621262,3001245,260797,0.884805389,240,0,252,254.5,2.5
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,99,WE00027,C003,LO002,CO6,13,v1.3.1(feb22-region),631.5317024,161736.2081,6908,15.34205321,5732,0.496019811,0.781187886,2481366,351565,0.914447018,130,0,96,98,2
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,43,WE00043,D006,LO001,CO6,24,v1.3.1(feb22-region),632.7204721,4125.501096,10507,249.6083532,6953,0.586648693,0.823619015,1029760,152612,0.982868564,240,0,252,250.4,1.6
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,18,WE00018,B007,LO001,CO6,24,v1.3.1(feb22-region),635.1221546,13128.55562,8874,157.8297722,6368,0.543475055,0.776156599,2072077,353682,0.953572233,240,0,156,154.5,1.5
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,131,WE00061,F012,LO002,CO6,13,v1.3.1(feb22-region),635.8055294,4128.269569,3183,400.5442117,5076,0.632088,0.923145726,1653554,208454,0.947219604,130,0,162,161,1
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,95,WE00095,H002,LO001,CO6,24,v1.3.1(feb22-region),637.232407,10636.22412,12775,96.51177648,9469,0.593592442,0.956158221,1026521,166710,0.891037182,240,0,264,264.6,0.6
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,36,WE00048,D001,LO001,CO6,13,v1.3.1(feb22-region),637.4709231,15916.21578,2459,20.72204712,9602,0.522083815,0.76163771,329817,78629,0.955673038,130,0,174,173,1
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,50,WE00063,F010,LO001,CO6,13,v1.3.1(feb22-region),638.1332815,4686.692363,7713,98.41170214,8876,0.372230441,0.55952574,461225,87344,0.913911578,130,0,156,158.5,2.5
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,132,WE00062,F011,LO002,CO6,13,v1.3.1(feb22-region),638.319889,3835.767139,4686,157.8439729,5015,0.421127321,0.665753582,605453,91741,0.924882629,130,0,168,167.1,0.9
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,141,WE00071,F002,LO002,CO6,13,v1.3.1(feb22-region),639.3875034,5456.738732,3729,298.1885939,5394,0.429592622,0.713488101,1627137,170842,0.850362027,130,0,168,169.8,1.8
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,28,WE00040,D009,LO001,CO6,13,v1.3.1(feb22-region),639.4214639,4157.603947,6271,109.0614433,6316,0.327430244,0.459319683,453434,87160,0.615531813,130,0,162,160,2
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,8,WE00020,B005,LO001,CO6,13,v1.3.1(feb22-region),641.1414283,3830.382128,6399,211.8977654,9833,0.63473846,0.948976823,811649,129335,0.970464135,130,0,162,163.6,1.6
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,49,WE00061,F012,LO001,CO6,13,v1.3.1(feb22-region),642.5429883,7634.379621,9584,168.3131029,7785,0.498093197,0.786165929,1284966,188054,0.859766277,130,0,150,168,18
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,55,WE00055,E007,LO001,CO6,24,v1.3.1(feb22-region),642.7741096,39887.69983,6149,23.80657686,11739,0.471125661,0.731841221,949590,147582,0.944543828,240,0,264,263,1
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,61,WE00075,G003,LO001,CO6,13,v1.3.1(feb22-region),642.8072935,3477.67805,11188,217.5598589,10271,0.346548671,0.573100755,756603,75854,0.881748302,130,0,180,182.4,2.4
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,23,WE00035,C011,LO001,CO6,13,v1.3.1(feb22-region),643.1599528,5539.046317,5933,91.98808183,9006,0.590551715,0.85428151,509526,105570,0.972526546,130,0,162,164.9,2.9
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,69,WE00069,F004,LO001,CO6,24,v1.3.1(feb22-region),645.217516,4817.451574,9066,317.7143389,6950,0.408265522,0.574473797,1530573,155192,0.939664681,240,0,270,273.1,3.1
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,85,WE00014,B011,LO002,CO6,13,v1.3.1(feb22-region),646.1411304,4702.68002,8687,142.6672385,9909,0.351150001,0.553477333,670918,104890,0.790146195,130,0,150,152,2
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,63,WE00063,F010,LO001,CO6,24,v1.3.1(feb22-region),646.6557516,6395.821793,7085,659.3437796,6128,0.630609165,0.858794128,4217045,401096,0.994918843,240,0,168,169,1
